defaulted,loanid,username,loanapplicationstarteddate,languagecode,age,gender,country,appliedamount,interest,loanduration,education,maritalstatus,nrofdependants,employmentstatus,employmentdurationcurrentemployer,workexperience,occupationarea,homeownershiptype,incometotal,incomefromsalary,incomefromothers,existingliabilities,liabilitiestotal,debttoincome,noofearlierdefaults,noofpreviousloansbeforeloan,amountofpreviousloansbeforeloan,priorrepayments,previousearlyrepaymentsbeforeloan,previousearlyrepaymentscountbeforeloan
0,F4DF8CFA-43C0-416A-AE7E-AB7700AD9472,BO9173751,2020-03-07 10:31:00,6,41,0,ES,4253.0,25.62,60,5,-1,,-1,UpTo5Years,,-1,3,1020.0,0.0,0.0,2,121.23,0.0,0,1,2126.0,214.66,,0
0,F7309A4B-E592-4E35-AB9B-AB7700AEE386,BO5749496,2020-03-07 10:36:00,4,61,1,FI,4150.0,36.53,60,3,-1,,-1,Retiree,,-1,10,948.0,0.0,0.0,2,167.13,0.0,0,2,4149.0,775.37,,0
0,506F1C04-8167-48AB-970A-AB7700AF6015,BO52A37A1,2020-03-07 10:38:00,4,36,0,FI,4150.0,39.81,36,3,-1,,-1,MoreThan5Years,,-1,1,2000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,F1704F7D-F613-414D-8E7B-AB7700B0234F,BO4K23A4A,2020-03-07 10:41:00,3,43,0,EE,531.0,32.16,60,1,-1,,-1,UpTo5Years,,-1,3,750.0,0.0,0.0,1,25.0,0.0,0,0,0.0,0.0,,0
0,B973B139-E2D5-4951-AB6B-AB7700B1DAFE,BO376KK2KA,2020-03-07 10:47:00,4,68,0,FI,3113.0,36.41,60,1,-1,,-1,Retiree,,-1,3,1254.0,0.0,0.0,1,125.0,0.0,0,0,0.0,0.0,,0
1,E2343F36-2AB0-4259-BBEF-AB7700B7C52D,BO4573349,2020-03-07 11:09:00,6,30,2,ES,1807.0,40.6,60,5,-1,,-1,MoreThan5Years,,-1,2,1200.0,0.0,0.0,2,540.44,0.0,0,2,2762.0,2901.26,,0
0,41AF13D6-6B66-43C4-A6FB-AB7700B90AFD,BOK5411A2,2020-03-07 11:13:00,4,41,1,FI,4150.0,36.42,60,3,-1,,-1,Retiree,,-1,3,880.0,0.0,0.0,1,184.45,0.0,0,1,4150.0,878.44,,0
0,3B75F201-EF74-4D70-9191-AB7700BB73DB,BO449KK2KA,2020-03-07 11:22:00,1,33,0,EE,531.0,33.83,18,4,-1,,-1,Other,,-1,3,1000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,4C250D02-AE84-4B90-9EE0-AB7700C05A76,BO651AA54,2020-03-07 11:40:00,1,27,0,EE,1063.0,25.26,60,4,-1,,-1,UpTo5Years,,-1,1,1100.0,0.0,0.0,5,381.0,0.0,0,0,0.0,0.0,,0
0,77B9FACE-E330-4276-B030-AB7700C0912A,BO946A515,2020-03-07 11:41:00,4,37,1,FI,4150.0,40.01,36,4,-1,,-1,MoreThan5Years,,-1,1,1500.0,0.0,0.0,2,511.42,0.0,0,1,3632.0,300.64,,0
0,AE14F7FB-505B-4D98-8D28-AB7700C18AD2,BOK1A1213,2020-03-07 11:44:00,4,64,0,FI,518.0,36.53,60,3,-1,,-1,Retiree,,-1,1,1176.0,0.0,0.0,4,671.66,0.0,0,1,5150.0,972.74,,0
0,140A273C-A3DD-41AB-AD03-AB7700C86295,BO139746KA,2020-03-07 12:09:00,1,58,1,EE,3189.0,17.89,60,3,-1,,-1,UpTo5Years,,-1,1,600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,9547CBE0-D6C0-4FAF-A7A3-AB7700C9E704,BOK453K29,2020-03-07 12:15:00,4,64,1,FI,4150.0,38.45,48,5,-1,,-1,MoreThan5Years,,-1,1,2500.0,0.0,0.0,5,755.35,0.0,0,2,5276.0,1025.95,,0
0,182A0358-965B-4F44-B964-AB7700CB21CF,BO4KA2797,2020-03-07 12:19:00,4,46,0,FI,622.0,39.68,36,1,-1,,-1,MoreThan5Years,,-1,3,3500.0,0.0,0.0,3,523.61,0.0,0,3,11502.0,2139.41,,0
0,E2BF551E-88FD-4D17-996E-AB7700CB4DE9,BO163AK2KA,2020-03-07 12:20:00,3,22,0,EE,3189.0,23.6,60,4,-1,,-1,UpTo5Years,,-1,3,1050.0,0.0,0.0,1,240.0,0.0,0,0,0.0,0.0,,0
0,7F2EDCB2-D1E9-4667-8DED-AB7700CBC2DA,BO1K59353,2020-03-07 12:21:00,6,32,0,ES,3189.0,27.81,36,5,-1,,-1,MoreThan5Years,,-1,2,2445.0,0.0,0.0,2,113.32,0.0,0,1,2126.0,195.89,,0
1,E17F9754-2220-4EFF-B994-AB7700CB9624,BO653AK2KA,2020-03-07 12:21:00,4,48,0,FI,3113.0,16.81,60,4,-1,,-1,Retiree,,-1,1,1298.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,34409A66-930A-482F-ADD0-AB7700CC802A,BO5696465,2020-03-07 12:24:00,1,35,1,EE,1594.0,12.45,18,1,-1,,-1,UpTo5Years,,-1,1,1500.0,0.0,0.0,1,106.96,0.0,0,1,1169.0,200.31,,0
0,4681F461-E9EE-44E7-8C99-AB7700D071C6,BO247AK2KA,2020-03-07 12:38:00,4,46,1,FI,4150.0,39.3,36,1,-1,,-1,UpTo5Years,,-1,10,1900.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,7DFBC1E9-9CF8-4047-9E6E-AB7700D7EE23,BO523AK44,2020-03-07 13:06:00,1,59,0,EE,3402.0,32.54,36,4,-1,,-1,UpTo5Years,,-1,5,800.0,0.0,0.0,2,299.37,0.0,0,2,7973.0,573.39,,0
0,172EFBB4-3FA0-48C9-AA7C-AB7700D85A68,BO4742A76,2020-03-07 13:07:00,4,48,0,FI,518.0,36.58,60,3,-1,,-1,MoreThan5Years,,-1,8,3000.0,0.0,0.0,10,2097.98,0.0,0,2,5776.0,1095.51,,0
0,9F3F89BD-8D87-4E04-B162-AB7700DC39A1,BOKK4AK2KA,2020-03-07 13:21:00,4,50,1,FI,4150.0,16.88,60,4,-1,,-1,Retiree,,-1,8,1100.0,0.0,0.0,1,283.0,0.0,0,0,0.0,0.0,,0
0,ADE12107-F256-460A-9F8E-AB7700DE6EBD,BO3571A93,2020-03-07 13:29:00,4,37,0,FI,4150.0,39.3,36,3,-1,,-1,UpTo1Year,,-1,3,6700.0,0.0,0.0,5,1800.0,0.0,0,0,0.0,0.0,,0
1,EE3FE666-A097-4278-B48A-AB7700E2855B,BOK74KK61,2020-03-07 13:44:00,6,25,0,ES,531.0,79.18,60,4,-1,,-1,UpTo1Year,,-1,2,1287.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,BB387D54-C47E-491E-88DA-AB7700E35941,BO2144166,2020-03-07 13:47:00,6,44,0,ES,531.0,79.21,60,4,-1,,-1,MoreThan5Years,,-1,2,1125.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,184EBC25-FA0D-402D-9A23-AB7700E4B5D7,BO65A9952,2020-03-07 13:52:00,4,39,1,FI,4150.0,40.21,36,3,-1,,-1,MoreThan5Years,,-1,8,1800.0,0.0,0.0,5,729.14,0.0,0,2,7335.0,1244.8099999999995,,0
0,56DDFE76-35D9-4BDD-AD6D-AB7700E57996,BO53K3K2KA,2020-03-07 13:55:00,3,40,0,EE,4253.0,14.53,60,3,-1,,-1,UpTo5Years,,-1,8,750.0,0.0,0.0,1,320.0,0.0,0,0,0.0,0.0,,0
0,04B31766-F72E-48DD-BB45-AB7700F0CCA8,BOA513K2KA,2020-03-07 14:36:00,4,38,0,FI,4150.0,40.1,36,3,-1,,-1,UpTo1Year,,-1,1,1900.0,0.0,0.0,3,575.0,0.0,0,0,0.0,0.0,,0
0,33F19BFF-EAB7-426B-997A-AB7700F44666,BO97KK134,2020-03-07 14:49:00,1,59,1,EE,6379.0,45.14,60,4,-1,,-1,UpTo5Years,,-1,3,800.0,0.0,0.0,2,18.66,0.0,0,1,744.0,26.9,,0
0,BCE76807-7763-49F4-8192-AB7700F7F92E,BOKAAK324,2020-03-07 15:02:00,4,40,1,FI,3113.0,39.3,36,5,-1,,-1,MoreThan5Years,,-1,1,2400.0,0.0,0.0,3,276.68,0.0,0,2,8300.0,947.63,,0
0,3E402033-8BEF-4604-AFAE-AB7700FFC7AF,BO772KK95,2020-03-07 15:31:00,1,21,1,EE,4253.0,17.52,60,4,-1,,-1,UpTo1Year,,-1,3,800.0,0.0,0.0,2,180.78,0.0,0,1,4253.0,162.06,,0
0,76052B3D-843D-43AF-94C7-AB7701016FB7,BO49AA616,2020-03-07 15:37:00,4,45,1,FI,4150.0,36.96,60,5,-1,,-1,MoreThan5Years,,-1,1,1950.0,0.0,0.0,2,906.8,0.0,0,1,3528.0,607.6,,0
1,1C4C013C-1BCE-4C40-B98D-AB7701023FDE,BO9272367,2020-03-07 15:40:00,4,33,0,FI,4150.0,36.98,60,3,-1,,-1,UpTo1Year,,-1,1,1800.0,0.0,0.0,1,440.0,0.0,0,0,0.0,0.0,,0
1,2527B60D-9983-46BC-B4B1-AB770107BBDF,BO2A9AKA3,2020-03-07 16:00:00,6,46,2,ES,3189.0,27.81,36,5,-1,,-1,MoreThan5Years,,-1,8,2609.0,0.0,0.0,2,255.5,0.0,0,2,5315.0,739.6300000000001,,0
0,9CE2B081-AF92-4A89-BB27-AB77010C3584,BO3AK7A42,2020-03-07 16:16:00,6,31,2,ES,531.0,79.18,60,3,-1,,-1,MoreThan5Years,,-1,3,1064.0,0.0,0.0,1,310.0,0.0,0,0,0.0,0.0,,0
0,ADDE7A45-9270-4A6E-8327-AB77010D6A5A,BO7471K2KA,2020-03-07 16:20:00,6,48,2,ES,531.0,79.22,60,4,-1,,-1,UpTo5Years,,-1,1,1600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,DEBD030A-C728-4859-81AD-AB7701152C4E,BO123A953,2020-03-07 16:49:00,4,35,0,FI,518.0,37.01,60,3,-1,,-1,MoreThan5Years,,-1,2,2700.0,0.0,0.0,1,600.0,0.0,0,0,0.0,0.0,,0
1,B53BD8B6-EC00-43F9-8566-AB770116D039,BO5977K1KA,2020-03-07 16:55:00,4,65,1,FI,4150.0,36.55,60,3,-1,,-1,Retiree,,-1,3,1200.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,,0
0,C09A686A-4BE6-4435-B06F-AB770118B284,BOKK4793KA,2020-03-07 17:01:00,6,33,2,ES,531.0,79.21,60,5,-1,,-1,UpTo5Years,,-1,3,1725.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,2713BF33-2892-4108-9CC1-AB77011B1628,BO1671A95,2020-03-07 17:10:00,6,50,2,ES,3189.0,27.82,36,3,-1,,-1,UpTo5Years,,-1,2,1000.0,0.0,0.0,2,213.32,0.0,0,1,2126.0,202.5,,0
0,EAA87B6A-1514-409A-996F-AB77011B609B,BO52K7K2KA,2020-03-07 17:11:00,4,50,0,FI,4150.0,36.55,60,4,-1,,-1,Retiree,,-1,1,1200.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,2385BB8B-5D16-4FFC-8CF5-AB77012AA611,BO4767K2KA,2020-03-07 18:07:00,6,39,2,ES,531.0,79.22,60,5,-1,,-1,Other,,-1,1,1250.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,300C21D4-EC05-4F1A-B221-AB77012D8DB9,BO3A65KK9,2020-03-07 18:17:00,1,38,0,EE,4253.0,17.89,36,3,-1,,-1,Other,,-1,8,2400.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,5418779A-D3ED-414B-8FDB-AB770131EE09,BO95A2599,2020-03-07 18:33:00,6,61,2,ES,850.0,27.89,36,4,-1,,-1,UpTo1Year,,-1,1,2293.0,0.0,0.0,3,449.17,0.0,0,3,10631.0,1296.9,,0
0,04946933-62A1-42AF-A24E-AB7701365D5F,BO6674KAKA,2020-03-07 18:50:00,6,28,2,ES,531.0,79.18,60,5,-1,,-1,UpTo5Years,,-1,2,2600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,AC0CAC15-318A-4B46-9FE3-AB7701376E0A,BO76K3775,2020-03-07 18:53:00,3,69,1,EE,531.0,27.65,36,3,-1,,-1,Retiree,,-1,1,320.0,0.0,0.0,1,116.0,0.0,0,0,0.0,0.0,,0
0,B0D2977A-36EC-458C-98CB-AB770137FA36,BO23K6K2KA,2020-03-07 18:55:00,6,37,2,ES,531.0,79.2,60,1,-1,,-1,MoreThan5Years,,-1,8,908.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,EFB5F4AC-97F0-4C2B-ACDC-AB77013E0A67,BO4K7656KA,2020-03-07 19:17:00,1,46,0,EE,4253.0,19.5,36,3,-1,,-1,Retiree,,-1,1,960.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,6AF79229-07B2-4B2B-AB06-AB77013F9146,BO3673AA5,2020-03-07 19:23:00,6,45,2,ES,531.0,79.22,60,4,-1,,-1,UpTo5Years,,-1,10,1237.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,88D67084-5FD4-434C-896A-AB770143ECD9,BO4221524,2020-03-07 19:39:00,6,38,2,ES,531.0,79.18,60,1,-1,,-1,Retiree,,-1,2,852.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,7393F116-2F2B-4D1D-8014-AB77014AB0E6,BO7914541,2020-03-07 20:04:00,6,42,2,ES,3189.0,27.82,36,5,-1,,-1,UpTo1Year,,-1,10,1908.0,0.0,0.0,2,178.58,0.0,0,1,2126.0,129.65,,0
0,BA9CFA47-7C6F-4DDF-A6B9-AB7701525AB3,BO1944A94,2020-03-07 20:31:00,6,38,2,ES,531.0,79.17,60,5,-1,,-1,MoreThan5Years,,-1,8,1300.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,6986F009-60B6-4424-89B3-AB770159514E,BO6612K2KA,2020-03-07 20:57:00,4,33,0,FI,4150.0,40.01,36,3,-1,,-1,MoreThan5Years,,-1,3,3000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,540A8B28-D696-4560-81C0-AB77016296DF,BO6K67129,2020-03-07 21:31:00,1,26,0,EE,3189.0,32.72,48,3,-1,,-1,UpTo5Years,,-1,2,1300.0,0.0,0.0,3,138.0,0.0,0,0,0.0,0.0,,0
0,3E316012-0445-452D-A352-AB77016395DD,BO653K761,2020-03-07 21:34:00,6,24,0,ES,531.0,79.2,60,5,-1,,-1,Other,,-1,10,1000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,C7F2CD60-CF0D-454B-BEF3-AB770167CFAA,BO7K92519,2020-03-07 21:50:00,6,31,2,ES,531.0,79.22,60,5,-1,,-1,UpTo5Years,,-1,3,144.0,0.0,0.0,1,370.0,0.0,0,0,0.0,0.0,,0
0,479D5EF0-1951-460B-80E2-AB770168AC7F,BO6K42K2KA,2020-03-07 21:53:00,4,39,0,FI,3113.0,40.0,36,4,-1,,-1,MoreThan5Years,,-1,8,2700.0,0.0,0.0,5,1437.0,0.0,0,0,0.0,0.0,,0
0,C12A08F3-DC2D-4519-828E-AB77016906BB,BOKK447AKA,2020-03-07 21:54:00,1,29,0,EE,531.0,24.95,12,3,-1,,-1,UpTo5Years,,-1,3,2200.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,62EAAB62-CD9C-4AAC-B97B-AB77016BC6AB,BO5171KA3,2020-03-07 22:04:00,4,35,1,FI,2594.0,36.61,60,3,-1,,-1,UpTo5Years,,-1,3,1614.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,6CE6117C-CFD1-468A-8125-AB77016D1C32,BO9356534,2020-03-07 22:09:00,1,42,0,EE,1169.0,46.53,60,1,-1,,-1,UpTo1Year,,-1,1,450.0,0.0,0.0,2,150.42,0.0,0,2,3826.0,569.86,,0
0,0C8F01C5-1622-495B-8508-AB7701748A12,BO25KA962,2020-03-07 22:36:00,4,59,0,FI,4150.0,39.41,36,4,-1,,-1,UpTo1Year,,-1,10,1800.0,0.0,0.0,5,804.0,0.0,0,0,0.0,0.0,,0
0,9DABE38D-E858-4EE9-A0F6-AB770174E03C,BOK649935,2020-03-07 22:37:00,4,48,0,FI,4150.0,17.07,60,3,-1,,-1,MoreThan5Years,,-1,3,3000.0,0.0,0.0,1,146.4,0.0,0,1,4150.0,420.52,,0
1,9FA0A244-ECB1-4330-9260-AB77017F8E26,BO2199K2KA,2020-03-07 23:16:00,6,32,2,ES,531.0,79.22,60,5,-1,,-1,UpTo1Year,,-1,2,1100.0,0.0,0.0,1,500.0,0.0,0,0,0.0,0.0,,0
0,7F7EF12D-A646-45F3-83EB-AB770180C30A,BOK12259A,2020-03-07 23:20:00,1,29,1,EE,1807.0,31.35,12,1,-1,,-1,MoreThan5Years,,-1,1,1500.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,8EAD1A6B-C843-4795-8100-AB77018606A4,BOAK59K2KA,2020-03-07 23:40:00,1,24,0,EE,4253.0,22.47,36,4,-1,,-1,UpTo1Year,,-1,2,1500.0,0.0,0.0,1,180.0,0.0,0,0,0.0,0.0,,0
0,AD62037B-301B-468F-B736-AB78000AEE8F,BO6514K2KA,2020-03-08 00:39:00,1,41,1,EE,1063.0,26.18,60,3,-1,,-1,MoreThan5Years,,-1,1,770.0,0.0,0.0,1,190.0,0.0,0,0,0.0,0.0,,0
0,71B619E0-90A2-4796-8B59-AB78000F6179,BOK9K9724,2020-03-08 00:56:00,6,56,2,ES,2126.0,57.42,60,4,-1,,-1,Other,,-1,8,850.0,0.0,0.0,1,84.95,0.0,0,1,1594.0,146.88,,0
0,585101D5-5946-43A8-943E-AB7800111A12,BO344K444,2020-03-08 01:02:00,6,50,2,ES,4253.0,40.61,60,5,-1,,-1,MoreThan5Years,,-1,8,2000.0,0.0,0.0,5,676.63,0.0,0,2,5528.0,407.02,,0
0,ABEF7576-4BCC-4250-8561-AB7800158F51,BOK1KK721,2020-03-08 01:18:00,6,42,2,ES,2126.0,40.61,60,4,-1,,-1,MoreThan5Years,,-1,3,1250.0,0.0,0.0,4,674.23,0.0,0,1,2126.0,146.57,,0
0,8E7EC6D0-171E-4D9B-AB54-AB7800322DD2,BO6654K2KA,2020-03-08 03:02:00,4,47,1,FI,518.0,36.56,60,4,-1,,-1,Retiree,,-1,8,1200.0,0.0,0.0,6,765.0,0.0,0,0,0.0,0.0,,0
0,3CAE588F-159F-4170-8274-AB78005B669E,BO7435K2KA,2020-03-08 05:32:00,6,33,2,ES,531.0,79.18,60,1,-1,,-1,UpTo1Year,,-1,3,900.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,9C7538A0-117F-4BB6-A821-AB78005B81BF,BOA969979,2020-03-08 05:33:00,4,45,0,FI,1556.0,39.4,36,3,-1,,-1,Other,,-1,3,877.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,C90CD441-599C-4C58-8862-AB7800673360,BO1533112,2020-03-08 06:15:00,6,37,0,ES,850.0,30.21,36,4,-1,,-1,MoreThan5Years,,-1,1,1550.0,0.0,0.0,4,354.01,0.0,0,3,10632.0,1457.48,,0
0,2127260D-680B-4674-AB61-AB78006E3CC6,BO4961165,2020-03-08 06:41:00,1,31,0,EE,8825.0,38.28,60,1,-1,,-1,Other,,-1,10,1100.0,0.0,0.0,1,51.91,0.0,0,1,2126.0,85.08,,0
0,5B5ED2FA-F0AC-4CBC-9CBA-AB780084B76F,BOA271113,2020-03-08 08:03:00,4,29,1,FI,518.0,36.92,60,3,-1,,-1,Retiree,,-1,3,1200.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,9308555C-5CB6-4B8E-A82D-AB78008A033A,BO6525K2KA,2020-03-08 08:22:00,4,35,1,FI,4150.0,36.57,60,3,-1,,-1,MoreThan5Years,,-1,1,2200.0,0.0,0.0,4,1026.0,0.0,0,0,0.0,0.0,,0
0,A35E0DA6-2864-4C66-B57B-AB7800900672,BO7195K2KA,2020-03-08 08:44:00,1,34,0,EE,2764.0,26.9,36,1,-1,,-1,UpTo1Year,,-1,10,1140.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,1ADC4A93-4925-4E67-BEFE-AB780090E39E,BO3737525,2020-03-08 08:47:00,1,38,0,EE,637.0,16.36,36,4,-1,,-1,UpTo5Years,,-1,1,1500.0,0.0,0.0,1,12.4,0.0,0,1,531.0,21.130000000000006,,0
0,5CAC34B5-3313-4E81-9962-AB7800962B7D,BO5757K11,2020-03-08 09:06:00,3,28,0,EE,4253.0,45.52,60,3,-1,,-1,MoreThan5Years,,-1,3,1500.0,0.0,0.0,2,151.07,0.0,0,1,4253.0,249.39,,0
0,B54140F9-13B6-43A2-9AB5-AB780099E9BC,BO53395A4,2020-03-08 09:20:00,4,27,1,FI,4150.0,37.0,60,1,-1,,-1,UpTo1Year,,-1,3,2000.0,0.0,0.0,1,184.45,0.0,0,1,4150.0,366.59,,0
0,3EEA1EE5-BE61-4D48-8444-AB78009CCD62,BO5AA3452,2020-03-08 09:30:00,4,34,1,FI,4150.0,17.57,36,3,-1,,-1,Other,,-1,3,1500.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,7EFEE0CD-E6F6-42A0-837E-AB78009DA914,BO371616,2020-03-08 09:34:00,4,66,1,FI,518.0,37.03,60,1,-1,,-1,MoreThan5Years,,-1,1,1800.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,70BD9E44-D139-4CDD-A83F-AB7800A0C96B,BO91KKA2KA,2020-03-08 09:45:00,1,19,1,EE,531.0,30.78,36,1,-1,,-1,Other,,-1,3,100.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,8D2C13BD-DD85-46EA-8444-AB7800A90D78,BO4444K65,2020-03-08 10:15:00,1,20,1,EE,531.0,12.29,36,3,-1,,-1,UpTo5Years,,-1,3,700.0,0.0,0.0,1,18.86,0.0,0,1,531.0,32.74,,0
0,31FF94D6-FC9F-4FFA-98D7-AB7800B43478,BO54697K6,2020-03-08 10:56:00,4,57,0,FI,4150.0,39.85,36,3,-1,,-1,UpTo1Year,,-1,1,4000.0,0.0,0.0,3,1265.0,0.0,0,0,0.0,0.0,,0
0,4EA310B9-F23E-4237-BA1C-AB7800B45115,BO3654AA4,2020-03-08 10:56:00,6,35,2,ES,531.0,79.18,60,4,-1,,-1,MoreThan5Years,,-1,2,500.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,B24FEAFA-F56A-4654-9662-AB7800B82EF8,BOKK7369,2020-03-08 11:10:00,1,35,0,EE,4253.0,17.12,60,5,-1,,-1,MoreThan5Years,,-1,8,1600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,0DF29770-9128-48E1-8529-AB7800B9BA1B,BO1639A32,2020-03-08 11:16:00,6,64,2,ES,2126.0,70.61,36,1,-1,,-1,Retiree,,-1,3,723.0,0.0,0.0,2,243.32,0.0,0,1,2126.0,229.0,,0
0,2FB289D2-8DE8-42AE-A4F2-AB7800BDAB68,BO9665164,2020-03-08 11:30:00,1,26,1,EE,531.0,32.99,36,4,-1,,-1,UpTo1Year,,-1,3,618.0,0.0,0.0,3,366.72,0.0,0,2,8293.0,676.1600000000002,,0
0,3B88FC10-9D8E-4CE9-AEFD-AB7800BED313,BO571K521,2020-03-08 11:34:00,1,25,0,EE,3827.0,30.25,60,4,-1,,-1,UpTo5Years,,-1,3,850.0,0.0,0.0,5,386.07,0.0,0,2,7442.0,419.91,,0
0,154CF9AB-99AE-4DB5-9437-AB7800BF8FAC,BOAK37AK3,2020-03-08 11:37:00,1,41,1,EE,10632.0,36.35,60,3,-1,,-1,Other,,-1,3,700.0,0.0,0.0,0,0.0,0.0,0,1,850.0,865.29,1000.0,1
1,057365AE-5B58-4FEE-AF30-AB7800C09ED1,BO219KA2KA,2020-03-08 11:41:00,6,51,2,ES,531.0,79.19,60,1,-1,,-1,MoreThan5Years,,-1,2,2080.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,E299A773-15B3-4B36-81DC-AB7800C3E776,BO91K3146,2020-03-08 11:53:00,4,44,1,FI,4150.0,36.38,60,5,-1,,-1,Other,,-1,3,1080.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,47AB2402-C9F4-4B9D-90BE-AB7800C90968,BO5K75K37,2020-03-08 12:11:00,6,31,0,ES,3402.0,24.45,18,5,-1,,-1,UpTo5Years,,-1,3,1250.0,0.0,0.0,1,129.84,0.0,0,1,2126.0,205.81,,0
0,4539C11D-2F2E-4FEC-AD3B-AB7800C9CA6A,BO73A1A94,2020-03-08 12:14:00,6,61,2,ES,3189.0,21.53,36,4,-1,,-1,Retiree,,-1,1,2659.0,0.0,0.0,2,113.32,0.0,0,1,2126.0,192.59,,0
0,4F5AD490-DB22-40B6-9791-AB7800CA641D,BO3K25195,2020-03-08 12:16:00,6,22,2,ES,4253.0,23.6,60,5,-1,,-1,UpTo5Years,,-1,2,1100.0,0.0,0.0,1,53.94,0.0,0,1,531.0,116.69,,0
0,AAB99885-072B-4A2E-A471-AB7800CB6D95,BO457A564,2020-03-08 12:20:00,6,36,2,ES,1275.0,74.9,12,5,-1,,-1,UpTo5Years,,-1,3,1156.0,0.0,0.0,0,0.0,0.0,0,1,2126.0,2129.31,,0
0,8ACA51F1-5B04-40AE-B0AA-AB7800CC2277,BO11AAA2KA,2020-03-08 12:23:00,4,49,1,FI,3113.0,36.63,60,3,-1,,-1,MoreThan5Years,,-1,3,1800.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,2BF91521-D304-4AFD-97B4-AB7800CC46BC,BO3414924,2020-03-08 12:23:00,6,31,2,ES,2445.0,21.55,60,4,-1,,-1,MoreThan5Years,,-1,8,1250.0,0.0,0.0,3,801.04,0.0,0,3,9568.0,3340.04,,0
0,F2FF9425-9B51-42AD-A585-AB7800CCEBCA,BO92AAK25,2020-03-08 12:26:00,6,54,2,ES,2126.0,51.7,60,1,-1,,-1,UpTo1Year,,-1,5,1650.0,0.0,0.0,2,913.32,0.0,0,1,2126.0,225.7,,0
0,43E89CAE-BBA6-4A2B-ABCB-AB7800D2EEEC,BO7AKA365,2020-03-08 12:47:00,6,29,2,ES,4253.0,51.7,60,4,-1,,-1,UpTo1Year,,-1,3,1100.0,0.0,0.0,2,284.96,0.0,0,1,1594.0,82.13,,0
0,2A4139CF-B2AB-4766-A632-AB7800DB009B,BOK192K6KA,2020-03-08 13:17:00,1,30,1,EE,4253.0,35.02,36,4,-1,,-1,MoreThan5Years,,-1,8,1800.0,0.0,0.0,1,200.0,0.0,0,0,0.0,0.0,,0
0,DDDA3AF3-02C5-4DC2-9EEB-AB7800DD0C63,BO975996KA,2020-03-08 13:24:00,4,40,1,FI,1764.0,40.14,36,3,-1,,-1,Other,,-1,1,1300.0,0.0,0.0,4,719.0,0.0,0,0,0.0,0.0,,0
0,E40B33EA-0B76-44C9-85C0-AB7800DEEA3C,BO61A7A95,2020-03-08 13:31:00,4,49,0,FI,4150.0,36.4,60,5,-1,,-1,MoreThan5Years,,-1,1,3000.0,0.0,0.0,3,1023.45,0.0,0,1,4150.0,311.26,,0
0,F5103A13-6365-4B90-B6F7-AB7800E42158,BO61K3A2KA,2020-03-08 13:50:00,4,50,0,FI,2075.0,38.48,48,3,-1,,-1,UpTo1Year,,-1,1,1500.0,0.0,0.0,1,275.0,0.0,0,0,0.0,0.0,,0
